Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
0.5280898876404495,0.625,0.3620689655172413,0.2631578947368421,0.0,0.0,0.7397260273972602,0.22222222222222224,7.0
0.7078651685393259,0.8499999999999999,0.4310344827586208,0.19999999999999996,0.0,0.0,0.6575342465753424,0.22222222222222224,2.0
0.33707865168539325,0.26249999999999996,0.6724137931034482,0.17894736842105263,0.0,0.0,0.767123287671233,0.7979797979797981,0.0
0.1348314606741573,0.18749999999999997,0.4310344827586208,-0.05263157894736842,0.0,0.0,0.5890410958904109,0.31313131313131315,0.0
0.30337078651685395,0.25,0.5862068965517242,0.4105263157894737,0.0,0.0,0.6575342465753424,0.26262626262626265,0.0
0.5617977528089888,0.5,0.5689655172413793,0.34736842105263155,0.0,0.0,0.7397260273972602,0.29292929292929293,6.0
0.49438202247191015,0.29999999999999993,0.5344827586206897,0.11578947368421053,0.0,0.0,0.6712328767123287,0.6464646464646465,7.0
0.33707865168539325,0.3125,0.6896551724137931,0.12631578947368421,0.0,0.0,0.684931506849315,0.6161616161616161,7.0
0.33707865168539325,0.525,0.5517241379310345,0.11578947368421053,0.0,0.0,0.7534246575342466,0.26262626262626265,7.0
0.7528089887640451,0.7374999999999999,0.103448275862069,0.24210526315789477,0.0,0.0,0.767123287671233,0.22222222222222224,3.0
0.3707865168539326,0.6375,0.48275862068965514,0.11578947368421053,0.0,0.0,0.6575342465753424,0.31313131313131315,7.0
0.41573033707865165,0.375,0.4310344827586208,0.3368421052631579,0.0,0.0,0.6301369863013698,0.36363636363636365,0.0
0.5393258426966293,0.42499999999999993,0.48275862068965514,0.3894736842105263,0.0,0.0,0.7123287671232876,0.22222222222222224,0.0
0.48314606741573035,0.42499999999999993,0.5862068965517242,0.29473684210526313,0.0,0.0,0.7534246575342466,0.4040404040404041,0.0
0.33707865168539325,0.5624999999999999,0.7586206896551724,0.09473684210526317,0.0,0.0,0.6712328767123287,0.33333333333333337,7.0
0.34831460674157305,0.44999999999999996,0.6551724137931034,0.12631578947368421,0.0,0.0,0.6986301369863014,0.22222222222222224,0.0
0.30337078651685395,0.35,0.5,0.14736842105263157,0.0,0.0,0.6027397260273972,0.22222222222222224,0.0
0.2359550561797753,0.225,0.5344827586206897,0.13684210526315788,0.0,0.0,0.6575342465753424,0.3434343434343435,0.0
0.33707865168539325,0.4,0.6206896551724137,0.21052631578947367,0.0,0.0,0.7808219178082191,0.38383838383838387,0.0
0.7415730337078653,0.7,0.39655172413793105,0.2526315789473684,0.0,0.0,0.767123287671233,0.22222222222222224,3.0
0.7640449438202248,0.8125,0.3620689655172413,0.2210526315789474,0.0,0.0,0.821917808219178,0.22222222222222224,3.0
0.7752808988764046,0.8624999999999998,0.3793103448275862,0.19999999999999996,0.0,0.0,0.7397260273972602,0.22222222222222224,3.0
0.5280898876404495,0.5125,0.5172413793103449,0.08421052631578949,0.0,0.0,0.7123287671232876,0.22222222222222224,0.0
0.33707865168539325,0.35,0.5517241379310345,0.12631578947368421,0.0,0.0,0.6575342465753424,0.5858585858585859,7.0
0.42696629213483145,0.44999999999999996,0.3620689655172413,0.39999999999999997,0.0,0.0,0.684931506849315,0.36363636363636365,9.0
0.34831460674157305,0.2875,0.5689655172413793,0.12631578947368421,0.0,0.0,0.6986301369863014,0.22222222222222224,0.0
0.47191011235955066,0.38749999999999996,0.5344827586206897,0.2526315789473684,0.0,0.0,0.7534246575342466,0.38383838383838387,6.0
0.38202247191011235,0.7749999999999999,0.5172413793103449,0.21052631578947367,0.0,0.0,0.8082191780821917,0.22222222222222224,0.0
0.41573033707865165,0.375,0.5172413793103449,0.19999999999999996,0.0,0.0,0.6712328767123287,0.22222222222222224,0.0
0.5393258426966293,0.625,0.39655172413793105,0.2210526315789474,0.0,0.0,0.684931506849315,0.22222222222222224,0.0
0.7640449438202248,0.525,0.5517241379310345,0.14736842105263157,0.0,0.0,0.6438356164383561,0.35353535353535354,0.0
0.46067415730337086,0.44999999999999996,0.6724137931034482,0.15789473684210525,0.0,0.0,0.7123287671232876,0.22222222222222224,0.0
0.43820224719101125,0.36249999999999993,0.6034482758620691,0.12631578947368421,0.0,0.0,0.47945205479452047,0.22222222222222224,7.0
0.43820224719101125,0.375,0.6206896551724137,0.24210526315789477,0.0,0.0,0.7808219178082191,0.22222222222222224,0.0
0.5393258426966293,0.7,0.4310344827586208,0.14736842105263157,0.0,0.0,0.7397260273972602,0.4444444444444445,0.0
0.1797752808988764,0.36249999999999993,0.5,0.08421052631578949,0.0,0.0,0.7397260273972602,0.31313131313131315,0.0
0.34831460674157305,0.4,0.39655172413793105,0.12631578947368421,0.0,0.0,0.6986301369863014,0.42424242424242425,0.0
0.42696629213483145,0.2749999999999999,0.4482758620689655,0.24210526315789477,0.0,0.0,0.767123287671233,0.5454545454545455,7.0
0.550561797752809,0.5374999999999999,0.7241379310344827,0.17894736842105263,0.0,0.0,0.684931506849315,0.494949494949495,7.0
0.47191011235955066,0.375,0.5689655172413793,0.4947368421052632,0.0,0.0,0.6712328767123287,0.38383838383838387,7.0
0.50561797752809,0.4375,0.4482758620689655,0.08421052631578949,0.0,0.0,0.7123287671232876,0.22222222222222224,7.0
0.3258426966292135,0.17500000000000002,0.6379310344827586,0.4105263157894737,0.0,0.0,0.5616438356164383,0.22222222222222224,0.0
0.43820224719101125,0.41249999999999987,0.4137931034482759,0.09473684210526317,0.0,0.0,0.726027397260274,0.32323232323232326,5.0
0.28089887640449435,0.4624999999999999,0.5172413793103449,0.12631578947368421,0.0,0.0,0.7123287671232876,0.22222222222222224,9.0
0.5955056179775282,0.5874999999999999,0.6034482758620691,0.10526315789473684,0.0,0.0,0.7397260273972602,0.22222222222222224,9.0
0.606741573033708,0.5499999999999999,0.5517241379310345,0.16842105263157894,0.0,0.0,0.6986301369863014,0.22222222222222224,9.0
0.41573033707865165,0.4375,0.48275862068965514,0.2210526315789474,0.0,0.0,0.5342465753424658,0.27272727272727276,9.0
0.43820224719101125,0.5125,0.5344827586206897,0.11578947368421053,0.0,0.0,0.6986301369863014,0.31313131313131315,0.0
0.606741573033708,0.6124999999999999,0.4482758620689655,0.17894736842105263,0.0,0.0,0.7123287671232876,0.27272727272727276,0.0
0.15730337078651685,0.32499999999999996,0.5689655172413793,0.11578947368421053,0.0,0.0,0.5890410958904109,0.22222222222222224,0.0
0.43820224719101125,0.32499999999999996,0.6206896551724137,0.12631578947368421,0.0,0.0,0.8082191780821917,0.22222222222222224,0.0
0.7528089887640451,0.7124999999999999,0.2413793103448275,0.21052631578947367,0.0,0.0,0.6712328767123287,0.22222222222222224,3.0
0.5955056179775282,0.525,0.5344827586206897,0.12631578947368421,0.0,0.0,0.7397260273972602,0.47474747474747475,7.0
0.44943820224719105,0.3125,0.6034482758620691,0.5263157894736843,0.0,0.0,0.6301369863013698,0.6464646464646465,6.0
0.651685393258427,0.65,0.2586206896551724,0.04210526315789473,0.0,0.0,0.767123287671233,0.22222222222222224,3.0
0.3258426966292135,0.38749999999999996,0.4137931034482759,0.10526315789473684,0.0,0.0,0.726027397260274,0.48484848484848486,7.0
0.42696629213483145,0.48750000000000004,0.2586206896551724,0.10526315789473684,0.0,0.0,0.7123287671232876,0.27272727272727276,5.0
0.38202247191011235,0.4624999999999999,0.3793103448275862,0.17894736842105263,0.0,0.0,0.7808219178082191,0.22222222222222224,7.0
0.7415730337078653,0.8,0.103448275862069,0.3368421052631579,0.0,0.0,0.6712328767123287,0.22222222222222224,3.0
0.8651685393258428,0.7625,0.3448275862068966,0.32631578947368417,0.0,0.0,0.5890410958904109,0.22222222222222224,4.0
0.42696629213483145,0.4375,0.3275862068965518,0.15789473684210525,0.0,0.0,0.6575342465753424,0.26262626262626265,5.0
0.40449438202247184,0.3374999999999999,0.4310344827586208,0.13684210526315788,0.0,0.0,0.726027397260274,0.22222222222222224,5.0
0.38202247191011235,0.3125,0.4310344827586208,0.2526315789473684,0.0,0.0,0.5753424657534246,0.22222222222222224,6.0
0.1910112359550562,0.3374999999999999,0.4310344827586208,0.13684210526315788,0.0,0.0,0.6438356164383561,0.393939393939394,7.0
0.14606741573033705,0.13749999999999998,0.6206896551724137,0.24210526315789477,0.0,0.0,0.6986301369863014,0.11111111111111112,0.0
0.3595505617977528,0.3374999999999999,0.27586206896551724,0.13684210526315788,0.0,0.0,0.7397260273972602,0.31313131313131315,5.0
0.50561797752809,0.7124999999999999,0.4482758620689655,0.16842105263157894,0.0,0.0,0.7123287671232876,0.22222222222222224,6.0
0.606741573033708,0.6,0.0862068965517242,0.29473684210526313,0.0,0.0,0.7534246575342466,0.22222222222222224,5.0
0.5393258426966293,0.42499999999999993,0.48275862068965514,0.46315789473684205,0.0,0.0,0.4931506849315068,0.32323232323232326,0.0
0.2134831460674157,0.675,0.3448275862068966,0.12631578947368421,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.7078651685393259,0.7374999999999999,0.18965517241379315,0.15789473684210525,0.0,0.0,0.7534246575342466,0.22222222222222224,3.0
0.2696629213483146,0.225,0.1724137931034483,0.11578947368421053,0.0,0.0,0.767123287671233,0.22222222222222224,5.0
0.6292134831460675,0.5874999999999999,0.31034482758620696,0.19999999999999996,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.44943820224719105,0.29999999999999993,0.3620689655172413,0.16842105263157894,0.0,0.0,0.6301369863013698,0.3434343434343435,5.0
0.7191011235955057,0.7374999999999999,0.2413793103448275,0.29473684210526313,0.0,0.0,0.6712328767123287,0.2828282828282829,3.0
0.1910112359550562,0.42499999999999993,0.2586206896551724,0.11578947368421053,0.0,0.0,0.726027397260274,0.22222222222222224,5.0
0.5280898876404495,0.375,0.4137931034482759,0.28421052631578947,0.0,0.0,0.7123287671232876,0.37373737373737376,7.0
0.30337078651685395,0.2875,0.2586206896551724,0.09473684210526317,0.0,0.0,0.7397260273972602,0.22222222222222224,5.0
0.7752808988764046,0.8125,0.3793103448275862,0.21052631578947367,0.0,0.0,0.7123287671232876,0.22222222222222224,2.0
0.24719101123595505,0.29999999999999993,0.4482758620689655,0.09473684210526317,0.0,0.0,0.6986301369863014,0.47474747474747475,7.0
0.43820224719101125,0.6124999999999999,0.4137931034482759,0.08421052631578949,0.0,0.0,0.6164383561643836,0.32323232323232326,5.0
0.44943820224719105,0.4,0.3448275862068966,0.32631578947368417,0.0,0.0,0.6712328767123287,0.22222222222222224,5.0
0.6853932584269663,0.7374999999999999,0.3448275862068966,0.24210526315789477,0.0,0.0,0.6027397260273972,0.22222222222222224,3.0
0.42696629213483145,0.5125,0.2413793103448275,0.18947368421052632,0.0,0.0,0.7808219178082191,0.22222222222222224,5.0
0.7415730337078653,0.675,0.2413793103448275,0.14736842105263157,0.0,0.0,0.726027397260274,0.43434343434343436,3.0
0.46067415730337086,0.4,0.22413793103448276,0.15789473684210525,0.0,0.0,0.6986301369863014,0.25252525252525254,5.0
0.5280898876404495,0.6625,0.48275862068965514,0.11578947368421053,0.0,0.0,0.6438356164383561,0.2828282828282829,6.0
0.28089887640449435,0.42499999999999993,0.6896551724137931,0.2210526315789474,0.0,0.0,0.684931506849315,0.16161616161616163,7.0
0.33707865168539325,0.13749999999999998,0.6551724137931034,0.4105263157894737,0.0,0.0,0.821917808219178,0.6969696969696969,7.0
0.43820224719101125,0.5874999999999999,0.39655172413793105,0.15789473684210525,0.0,0.0,0.6712328767123287,0.22222222222222224,6.0
0.33707865168539325,0.38749999999999996,0.4310344827586208,0.18947368421052632,0.0,0.0,0.684931506849315,0.7070707070707071,0.0
0.39325842696629215,0.6,0.4310344827586208,0.5157894736842106,0.0,0.0,0.6986301369863014,0.27272727272727276,6.0
0.7078651685393259,0.7625,0.4137931034482759,0.4105263157894737,0.0,0.0,0.7123287671232876,0.22222222222222224,8.0
0.2359550561797753,0.18749999999999997,0.13793103448275862,0.031578947368421054,0.0,0.0,0.7123287671232876,0.22222222222222224,5.0
0.31460674157303375,0.5499999999999999,0.4482758620689655,0.13684210526315788,0.0,0.0,0.6575342465753424,0.22222222222222224,6.0
0.30337078651685395,0.41249999999999987,0.4482758620689655,0.13684210526315788,0.0,0.0,0.6027397260273972,0.26262626262626265,6.0
0.550561797752809,0.5874999999999999,0.5689655172413793,0.06315789473684211,0.0,0.0,0.6301369863013698,0.22222222222222224,0.0
0.6741573033707866,0.44999999999999996,0.5,0.13684210526315788,0.0,0.0,0.6301369863013698,0.22222222222222224,0.0
0.30337078651685395,0.225,0.7413793103448276,0.3789473684210526,0.0,0.0,0.6027397260273972,0.11111111111111112,0.0
0.7865168539325844,0.6,0.3793103448275862,0.12631578947368421,0.0,0.0,0.726027397260274,0.22222222222222224,4.0
0.3595505617977528,0.32499999999999996,0.6724137931034482,0.11578947368421053,0.0,0.0,0.726027397260274,0.393939393939394,7.0
0.5393258426966293,0.38749999999999996,0.5517241379310345,0.14736842105263157,0.0,0.0,0.8082191780821917,0.27272727272727276,0.0
0.6853932584269663,0.5874999999999999,0.4137931034482759,0.2631578947368421,0.0,0.0,0.7397260273972602,0.25252525252525254,6.0
0.8426966292134832,0.75,0.5172413793103449,0.3684210526315789,0.0,0.0,0.7534246575342466,0.22222222222222224,4.0
0.34831460674157305,0.26249999999999996,0.5689655172413793,0.13684210526315788,0.0,0.0,0.767123287671233,0.22222222222222224,0.0
0.3258426966292135,0.375,0.48275862068965514,0.44210526315789467,0.0,0.0,0.6712328767123287,0.27272727272727276,7.0
0.44943820224719105,0.25,0.5,0.14736842105263157,0.0,0.0,0.684931506849315,0.22222222222222224,7.0
0.5280898876404495,0.44999999999999996,0.5,0.07368421052631577,0.0,0.0,0.6575342465753424,0.25252525252525254,7.0
0.41573033707865165,0.5874999999999999,0.39655172413793105,0.15789473684210525,0.0,0.0,0.6438356164383561,0.22222222222222224,0.0
0.30337078651685395,0.2875,0.6034482758620691,0.16842105263157894,0.0,0.0,0.6712328767123287,0.22222222222222224,7.0
0.6966292134831461,0.8624999999999998,0.3793103448275862,0.2631578947368421,0.0,0.0,0.7534246575342466,0.22222222222222224,3.0
0.5730337078651686,0.5499999999999999,0.4310344827586208,0.08421052631578949,0.0,0.0,0.726027397260274,0.22222222222222224,0.0
0.651685393258427,0.575,0.5172413793103449,0.08421052631578949,0.0,1.0,0.7123287671232876,0.22222222222222224,8.0
0.3707865168539326,0.25,0.5862068965517242,0.13684210526315788,0.0,0.0,0.7123287671232876,0.22222222222222224,0.0
0.2247191011235955,0.38749999999999996,0.5,0.12631578947368421,0.0,0.0,0.6712328767123287,0.22222222222222224,0.0
0.30337078651685395,0.4375,0.6896551724137931,0.08421052631578949,0.0,0.0,0.7397260273972602,0.22222222222222224,0.0
0.50561797752809,0.375,0.6034482758620691,0.14736842105263157,0.0,0.0,0.7397260273972602,0.22222222222222224,0.0
0.44943820224719105,0.6124999999999999,0.15517241379310343,0.3157894736842105,0.0,0.0,0.726027397260274,0.27272727272727276,5.0
0.5168539325842697,0.5874999999999999,0.5862068965517242,0.6526315789473685,0.0,0.0,0.6575342465753424,0.22222222222222224,6.0
0.2359550561797753,0.2749999999999999,0.22413793103448276,0.14736842105263157,0.0,0.0,0.7534246575342466,0.26262626262626265,5.0
0.8764044943820225,0.7875,0.2586206896551724,0.30526315789473685,0.0,0.0,0.6027397260273972,0.22222222222222224,2.0
0.3595505617977528,0.475,0.5517241379310345,0.4947368421052632,1.0,0.0,0.6712328767123287,0.22222222222222224,0.0
0.8089887640449439,0.48750000000000004,0.5344827586206897,0.15789473684210525,0.0,0.0,0.6575342465753424,0.25252525252525254,4.0
0.24719101123595505,0.2875,0.5689655172413793,0.24210526315789477,0.0,0.0,0.726027397260274,0.27272727272727276,7.0
0.43820224719101125,0.525,0.48275862068965514,0.5894736842105264,0.0,0.0,0.684931506849315,0.22222222222222224,6.0
0.550561797752809,0.4624999999999999,0.5344827586206897,0.42105263157894735,0.0,0.0,0.684931506849315,0.27272727272727276,6.0
0.28089887640449435,0.375,0.5172413793103449,0.12631578947368421,0.0,0.0,0.821917808219178,0.19191919191919193,7.0
0.24719101123595505,0.42499999999999993,0.5862068965517242,0.11578947368421053,0.0,0.0,0.726027397260274,0.7575757575757576,7.0
0.7191011235955057,0.6625,0.5172413793103449,0.2526315789473684,0.0,0.0,0.7123287671232876,0.36363636363636365,6.0
0.42696629213483145,0.475,0.5517241379310345,0.6842105263157894,0.0,0.0,0.6986301369863014,0.22222222222222224,6.0
0.34831460674157305,0.17500000000000002,0.5172413793103449,0.18947368421052632,0.0,0.0,0.726027397260274,0.27272727272727276,7.0
0.44943820224719105,0.42499999999999993,0.4310344827586208,0.2526315789473684,0.0,0.0,0.7397260273972602,0.22222222222222224,0.0
0.41573033707865165,0.42499999999999993,0.6034482758620691,0.13684210526315788,0.0,0.0,0.7945205479452054,0.22222222222222224,0.0
0.38202247191011235,0.48750000000000004,0.5172413793103449,0.3894736842105263,0.0,0.0,0.7123287671232876,0.22222222222222224,6.0
0.31460674157303375,0.375,0.5689655172413793,0.19999999999999996,0.0,0.0,0.6986301369863014,0.494949494949495,7.0
0.6179775280898877,0.5125,0.5689655172413793,0.13684210526315788,0.0,0.0,0.5890410958904109,0.22222222222222224,0.0
0.33707865168539325,0.3374999999999999,0.3793103448275862,0.5894736842105264,0.0,0.0,0.726027397260274,0.22222222222222224,6.0
0.40449438202247184,0.41249999999999987,0.5689655172413793,0.14736842105263157,0.0,0.0,0.6986301369863014,0.33333333333333337,7.0
0.40449438202247184,0.48750000000000004,0.4655172413793103,0.4842105263157895,0.0,0.0,0.7397260273972602,0.22222222222222224,6.0
0.5617977528089888,0.48750000000000004,0.6551724137931034,0.12631578947368421,0.0,0.0,0.6027397260273972,0.2828282828282829,0.0
0.25842696629213485,0.25,0.7586206896551724,0.3684210526315789,0.0,0.0,0.4383561643835616,0.16161616161616163,0.0
0.31460674157303375,0.6375,0.6206896551724137,0.14736842105263157,0.0,0.0,0.6027397260273972,0.25252525252525254,0.0
0.5168539325842697,0.42499999999999993,0.5689655172413793,0.17894736842105263,0.0,0.0,0.684931506849315,0.11111111111111112,0.0
0.8314606741573034,0.65,0.48275862068965514,0.13684210526315788,0.0,0.0,0.6986301369863014,0.22222222222222224,3.0
0.2134831460674157,0.23750000000000002,0.5862068965517242,0.07368421052631577,0.0,0.0,0.726027397260274,0.38383838383838387,0.0
0.40449438202247184,0.5125,0.6206896551724137,0.12631578947368421,0.0,0.0,0.7123287671232876,0.6666666666666667,7.0
0.3258426966292135,0.36249999999999993,0.2586206896551724,0.29473684210526313,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.1348314606741573,0.2875,0.18965517241379315,0.08421052631578949,0.0,0.0,0.726027397260274,0.22222222222222224,6.0
0.29213483146067415,0.32499999999999996,0.2931034482758621,0.13684210526315788,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.6179775280898877,0.6375,0.5689655172413793,0.3684210526315789,0.0,0.0,0.6986301369863014,0.22222222222222224,2.0
0.08988764044943821,0.65,0.6724137931034482,0.09473684210526317,0.0,0.0,0.273972602739726,0.25252525252525254,7.0
0.39325842696629215,0.5874999999999999,0.2931034482758621,0.3157894736842105,0.0,0.0,0.6712328767123287,0.22222222222222224,5.0
0.15730337078651685,0.42499999999999993,0.4137931034482759,0.28421052631578947,0.0,0.0,0.547945205479452,0.22222222222222224,0.0
0.41573033707865165,0.037500000000000006,0.27586206896551724,0.29473684210526313,0.0,0.0,0.6027397260273972,0.36363636363636365,7.0
0.6179775280898877,0.5,0.5517241379310345,0.12631578947368421,0.0,0.0,0.7397260273972602,0.22222222222222224,0.0
0.3595505617977528,0.42499999999999993,0.2586206896551724,0.2210526315789474,0.0,0.0,0.7123287671232876,0.22222222222222224,5.0
0.39325842696629215,0.5874999999999999,0.5862068965517242,0.2526315789473684,0.0,0.0,0.6712328767123287,0.22222222222222224,6.0
0.20224719101123595,0.15,0.3793103448275862,0.12631578947368421,0.0,0.0,0.7534246575342466,0.30303030303030304,5.0
0.33707865168539325,0.41249999999999987,0.5,0.09473684210526317,0.0,0.0,0.726027397260274,0.37373737373737376,7.0
0.44943820224719105,0.38749999999999996,0.7068965517241379,0.21052631578947367,0.0,0.0,0.8082191780821917,0.22222222222222224,6.0
0.5280898876404495,0.375,0.6206896551724137,0.08421052631578949,0.0,0.0,0.7397260273972602,0.22222222222222224,7.0
0.33707865168539325,0.48750000000000004,0.4137931034482759,0.09473684210526317,0.0,0.0,0.7123287671232876,0.6666666666666667,5.0
0.39325842696629215,0.4375,0.6379310344827586,0.18947368421052632,0.0,0.0,0.6027397260273972,0.22222222222222224,6.0
0.7752808988764046,0.6124999999999999,0.4137931034482759,0.2526315789473684,0.0,0.0,0.6986301369863014,0.22222222222222224,2.0
0.7528089887640451,0.7625,0.3275862068965518,0.24210526315789477,0.0,0.0,0.726027397260274,0.22222222222222224,6.0
0.5955056179775282,0.5374999999999999,0.6206896551724137,0.23157894736842105,0.0,0.0,0.5068493150684931,0.22222222222222224,0.0
0.38202247191011235,0.4624999999999999,0.5,0.11578947368421053,0.0,0.0,0.7123287671232876,1.0101010101010102,7.0
0.5955056179775282,0.6,0.13793103448275862,0.24210526315789477,0.0,0.0,0.6986301369863014,0.22222222222222224,6.0
0.2696629213483146,0.5499999999999999,0.5689655172413793,0.11578947368421053,0.0,0.0,0.6986301369863014,0.22222222222222224,7.0
0.25842696629213485,0.5,0.5,0.16842105263157894,0.0,0.0,0.7397260273972602,0.31313131313131315,0.0
0.5955056179775282,0.575,0.6206896551724137,0.14736842105263157,0.0,0.0,0.5890410958904109,0.22222222222222224,7.0
0.31460674157303375,0.5125,0.4655172413793103,0.27368421052631575,0.0,0.0,0.7397260273972602,0.29292929292929293,0.0
0.38202247191011235,0.36249999999999993,0.5172413793103449,0.19999999999999996,0.0,0.0,0.7397260273972602,0.33333333333333337,0.0
0.6741573033707866,0.5624999999999999,0.4655172413793103,0.39999999999999997,0.0,0.0,0.8082191780821917,0.22222222222222224,6.0
0.3707865168539326,0.29999999999999993,0.4655172413793103,0.28421052631578947,0.0,1.0,0.726027397260274,0.22222222222222224,8.0
0.3595505617977528,0.5374999999999999,0.5517241379310345,0.5052631578947369,0.0,0.0,0.726027397260274,0.25252525252525254,0.0
0.5393258426966293,0.44999999999999996,0.5344827586206897,0.24210526315789477,0.0,0.0,0.7534246575342466,0.25252525252525254,0.0
0.5168539325842697,0.5374999999999999,0.39655172413793105,0.3368421052631579,0.0,0.0,0.7123287671232876,0.25252525252525254,6.0
0.6292134831460675,0.675,0.4310344827586208,0.2526315789473684,0.0,0.0,0.6301369863013698,0.22222222222222224,6.0
0.47191011235955066,0.4624999999999999,0.4310344827586208,0.24210526315789477,0.0,0.0,0.6575342465753424,0.22222222222222224,0.0
0.40449438202247184,0.5,0.27586206896551724,0.09473684210526317,0.0,0.0,0.684931506849315,0.22222222222222224,5.0
0.50561797752809,0.3374999999999999,0.6379310344827586,0.16842105263157894,0.0,0.0,0.5753424657534246,0.22222222222222224,0.0
0.25842696629213485,0.2749999999999999,0.5689655172413793,0.06315789473684211,0.0,0.0,0.4931506849315068,0.21212121212121213,7.0
0.651685393258427,0.5874999999999999,0.2931034482758621,0.23157894736842105,0.0,0.0,0.7123287671232876,0.22222222222222224,4.0
0.7977528089887641,0.8,0.48275862068965514,0.18947368421052632,0.0,0.0,0.6301369863013698,0.22222222222222224,2.0
0.33707865168539325,0.12499999999999997,0.5689655172413793,0.2210526315789474,0.0,0.0,0.5616438356164383,0.22222222222222224,7.0
0.47191011235955066,0.5874999999999999,0.5344827586206897,0.16842105263157894,0.0,0.0,0.7534246575342466,0.30303030303030304,7.0
0.6741573033707866,0.525,0.31034482758620696,0.23157894736842105,0.0,0.0,0.7123287671232876,0.22222222222222224,4.0
0.28089887640449435,0.4,0.3793103448275862,0.14736842105263157,0.0,0.0,0.6575342465753424,0.22222222222222224,5.0
0.48314606741573035,0.5125,0.3620689655172413,0.17894736842105263,0.0,0.0,0.6575342465753424,0.22222222222222224,5.0
0.5730337078651686,0.5499999999999999,0.5344827586206897,0.10526315789473684,0.0,0.0,0.7123287671232876,0.29292929292929293,0.0
0.3707865168539326,0.375,0.48275862068965514,0.10526315789473684,0.0,0.0,0.6301369863013698,0.27272727272727276,7.0
0.2696629213483146,0.675,0.6206896551724137,0.3684210526315789,0.0,0.0,0.726027397260274,0.36363636363636365,7.0
0.2359550561797753,0.29999999999999993,0.5344827586206897,0.15789473684210525,0.0,0.0,0.7123287671232876,0.2828282828282829,0.0
0.3595505617977528,0.4624999999999999,0.5689655172413793,0.10526315789473684,0.0,0.0,0.6164383561643836,0.26262626262626265,7.0
0.30337078651685395,0.41249999999999987,0.5517241379310345,0.07368421052631577,0.0,0.0,0.6575342465753424,0.22222222222222224,0.0
0.25842696629213485,0.65,0.5172413793103449,0.11578947368421053,0.0,0.0,0.6438356164383561,0.33333333333333337,7.0
0.550561797752809,0.42499999999999993,0.39655172413793105,0.4947368421052632,0.0,0.0,0.7397260273972602,0.6363636363636365,7.0
0.41573033707865165,0.25,0.4482758620689655,0.09473684210526317,0.0,0.0,0.6438356164383561,0.26262626262626265,0.0
0.41573033707865165,0.4,0.2931034482758621,0.2526315789473684,0.0,0.0,0.726027397260274,0.22222222222222224,5.0
0.44943820224719105,0.42499999999999993,0.6379310344827586,0.17894736842105263,0.0,0.0,0.684931506849315,0.2828282828282829,7.0
0.20224719101123595,0.675,0.4482758620689655,0.2210526315789474,0.0,0.0,0.6438356164383561,0.37373737373737376,7.0
0.29213483146067415,0.6,0.22413793103448276,0.21052631578947367,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.25842696629213485,0.25,0.6896551724137931,0.13684210526315788,0.0,0.0,0.7123287671232876,0.32323232323232326,7.0
0.25842696629213485,0.32499999999999996,0.15517241379310343,0.18947368421052632,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.38202247191011235,0.5374999999999999,0.15517241379310343,0.12631578947368421,0.0,0.0,0.6986301369863014,0.22222222222222224,5.0
0.5393258426966293,0.5374999999999999,0.4310344827586208,0.09473684210526317,0.0,0.0,0.7123287671232876,0.22222222222222224,6.0
0.8314606741573034,0.525,0.206896551724138,0.34736842105263155,1.0,0.0,0.7534246575342466,0.25252525252525254,1.0
0.853932584269663,0.8624999999999998,0.6206896551724137,0.32631578947368417,0.0,0.0,0.4931506849315068,0.22222222222222224,2.0
0.3595505617977528,0.38749999999999996,0.5689655172413793,0.09473684210526317,0.0,0.0,0.684931506849315,0.31313131313131315,0.0
0.7415730337078653,0.575,0.3620689655172413,0.29473684210526313,0.0,0.0,0.7808219178082191,0.22222222222222224,4.0
0.5280898876404495,0.7749999999999999,0.3275862068965518,0.3368421052631579,0.0,0.0,0.7397260273972602,0.30303030303030304,4.0
0.3595505617977528,0.29999999999999993,0.5172413793103449,0.19999999999999996,0.0,0.0,0.6301369863013698,0.33333333333333337,7.0
0.39325842696629215,0.41249999999999987,0.4310344827586208,0.11578947368421053,0.0,0.0,0.6986301369863014,0.22222222222222224,0.0
0.5730337078651686,0.625,0.6034482758620691,0.15789473684210525,0.0,0.0,0.6575342465753424,0.33333333333333337,7.0
0.16853932584269665,0.29999999999999993,0.5344827586206897,0.32631578947368417,0.0,0.0,0.6575342465753424,0.5656565656565657,7.0
0.38202247191011235,0.42499999999999993,0.7241379310344827,0.6526315789473685,0.0,0.0,0.6575342465753424,0.22222222222222224,6.0
0.43820224719101125,0.4375,0.6551724137931034,0.44210526315789467,0.0,0.0,0.6712328767123287,0.36363636363636365,6.0
0.8764044943820225,0.475,0.3448275862068966,0.2210526315789474,0.0,0.0,0.7123287671232876,0.31313131313131315,4.0
0.550561797752809,0.4624999999999999,0.6724137931034482,0.34736842105263155,0.0,1.0,0.7123287671232876,0.24242424242424243,6.0
